"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2008-05-22","82.4","-1.94","6.94","Aaron Harang",408236,421685,"home_run","hit_into_play_score",,,,,"1","Adrian Gonzalez homers (13) on a fly ball to right field.    Brian Giles scores.  ","R","L","R","SD","CIN","X","null","fly_ball",0,0,2008,"-0.04","1.10","-0.34","3.56","null","null",114789,2,5,"Bot","233.94","88.35",,,"null",,"080522_202048",3.549,-119.939,-2.862,0.874,31.645,-23.346,"3.88","1.83","null","null","null","null","null","null",234471,421685,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",40,"1","Slider",1,2,1,2,2,1,1,2,"null","null"
"FF","2008-05-22","93.6","-0.58","5.13","Roy Oswalt",429667,400061,"home_run","hit_into_play_score",,,,,"24","Ryan Howard homers (13) on a fly ball to left field.  ","R","L","R","HOU","PHI","X","null","fly_ball",2,1,2008,"-0.63","0.52","-0.83","3.14","null","null","null",0,5,"Top","48.19","68.27",,,"null",,"080522_203339",0.575,-136.355,-0.104,-6.714,32.733,-27.982,"3.57","1.72","null","null","null","null","null","null",234476,400061,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",40,"4","4-Seam Fastball",2,4,4,2,4,2,4,2,"null","null"
"CH","2008-05-22","83.6","-2.42","5.46","Dave Bush",424726,433657,"home_run","hit_into_play_score",,,,,"5","Jason Bay homers (11) on a fly ball to center field.   Nate McLouth scores.  ","R","R","R","PIT","MIL","X","null","fly_ball",0,1,2008,"-0.16","0.95","0.04","2.25","null","null",434661,1,4,"Bot","113.45","12.05",,,"null",,"080522_201403",5.926,-121.642,-2.524,-0.317,28.142,-24.458,"3.36","1.63","null","null","null","null","null","null",234474,433657,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",33,"2","Changeup",0,1,0,1,1,0,0,1,"null","null"
"FT","2008-05-22","90.1","2.02","6.29","Tom Gorzelanny",430611,452733,"home_run","hit_into_play_score",,,,,"4","Corey Hart homers (4) on a fly ball to left field.  ","R","R","L","PIT","MIL","X","null","fly_ball",1,2,2008,"1.02","1.44","-0.31","3.14","null","null","null",0,4,"Top","37.15","56.22",,,"null",,"080522_195643",-8.683,-130.905,-4.65,13.941,34.16,-17.416,"3.73","1.86","null","null","null","null","null","null",234474,452733,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-05-22","91.6","-2.14","6.04","Brian Bannister",136770,446454,"home_run","hit_into_play_score",,,,,"22","J.  D.   Drew hits a grand slam (4) to left field.   Manny Ramirez scores.    Mike Lowell scores.    Kevin Youkilis scores.  ","R","L","R","BOS","KC","X","null","fly_ball",2,2,2008,"-0.96","1.95","-0.75","2.91",120903,136780,425903,0,2,"Bot","78.31","49.20",,,"null",,"080522_141451",5.669,-133.166,-6.167,-10.604,32.547,-10.443,"3.47","1.72","null","null","null","null","null","null",234473,446454,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",17,"5","4-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"SL","2008-05-22","80.4","-2.20","5.82","Miguel Batista",276346,110683,"home_run","hit_into_play_score",,,,,"2","Brandon Inge homers (4) on a fly ball to left field.   Matthew Joyce scores.    Edgar Renteria scores.  ","R","R","R","DET","SEA","X","null","fly_ball",2,1,2008,"0.16","0.57","0.00","2.57",459964,"null",121074,1,2,"Bot","40.16","54.22",,,"null",,"080522_134427",4.521,-116.955,-1.576,3.044,13.571,-28.419,"2.89","1.23","null","null","null","null","null","null",234477,110683,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",17,"4","Slider",1,0,1,0,0,1,1,0,"null","null"
"SI","2008-05-22","92.2","-1.31","5.33","Tim Hudson",113232,218596,"home_run","hit_into_play_score",,,,,"25","Carlos Delgado homers (6) on a fly ball to left field.  ","R","L","R","ATL","NYM","X","null","fly_ball",0,0,2008,"-0.88","0.76","-1.01","2.74","null","null","null",0,2,"Top","31.12","45.18",,,"null",,"080522_192531",2.639,-134.178,-2.117,-9.823,30.568,-24.997,"3.52","1.71","null","null","null","null","null","null",234475,218596,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",8,"1","Sinker",0,1,1,0,1,0,1,0,"null","null"
"FS","2008-05-22","80.6","-1.12","5.50","Tim Hudson",136860,218596,"home_run","hit_into_play_score",,,,,"4","Carlos Beltran homers (4) on a fly ball to right field.  ","R","L","R","ATL","NYM","X","null","fly_ball",2,1,2008,"-0.52","0.68","-0.41","2.64","null","null","null",0,2,"Top","218.88","24.10",,,"null",,"080522_192445",2.475,-117.419,-0.686,-3.855,23.482,-27.436,"3.44","1.66","null","null","null","null","null","null",234475,218596,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"4","Split-Finger",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-05-22","89.9","2.46","5.56","Randy Wolf",115135,150116,"home_run","hit_into_play_score",,,,,"5","Ken GriffeyJr.   homers (5) on a fly ball to right field.    Ryan Freel scores.  ","R","L","L","SD","CIN","X","null","fly_ball",3,1,2008,"0.64","2.03","-0.02","2.78","null","null",150472,1,1,"Top","189.76","17.07",,,"null",,"080522_191000",-8.163,-130.629,-5.039,9.353,32.816,-10.553,"4.09","1.74","null","null","null","null","null","null",234471,150116,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",3,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"SI","2008-05-21","86.6","-0.81","5.58","Justin Germano",150449,430683,"home_run","hit_into_play_score",,,,,"5","Rick Ankiel homers (8) on a fly ball to right field.    Chris Duncan scores.  ","R","L","R","SD","STL","X","null","fly_ball",3,1,2008,"-1.37","1.27","-0.08","2.32","null","null",408219,1,8,"Top","209.84","37.15",,,"null",,"080521_215708",4.627,-126.038,-3.914,-13.956,31.079,-20.389,"3.74","1.49","null","null","null","null","null","null",234465,430683,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",77,"5","Sinker",3,9,9,3,9,3,9,3,"null","null"
"CU","2008-05-21","79.1","-1.52","5.60","Bobby Korecky",408042,445090,"home_run","hit_into_play_score",,,,,"6","Gerald Laird homers (4) on a fly ball to left center field.  ","R","R","R","MIN","TEX","X","null","fly_ball",1,2,2008,"0.57","0.35","0.50","2.35","null","null","null",2,9,"Top","71.29","30.12",,,"null",,"080521_212643",3.069,-115.132,-0.527,6.629,25.006,-30.676,"3.22","1.54","null","null","null","null","null","null",234467,445090,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",72,"5","Curveball",1,9,9,1,9,1,9,1,"null","null"
"FF","2008-05-21","96.2","1.88","6.52","Jeremy Affeldt",425766,346793,"home_run","hit_into_play_score",,,,,"34","James Loney homers (5) on a fly ball to right field.  ","R","L","L","LAD","CIN","X","null","fly_ball",1,0,2008,"0.50","1.83","0.91","2.28","null","null","null",2,7,"Bot","217.87","67.27",,,"null",,"080521_212947",-4.261,-139.707,-9.776,8.743,37.225,-10.07,"3.74","1.67","null","null","null","null","null","null",234457,346793,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",58,"2","4-Seam Fastball",4,2,4,2,2,4,4,2,"null","null"
"SI","2008-05-21","88.9","2.15","4.64","Pedro Feliciano",425796,408230,"home_run","hit_into_play_score",,,,,"5","Jeff Francoeur homers (4) on a fly ball to center field.   Brian McCann scores.  ","R","R","L","ATL","NYM","X","null","fly_ball",0,0,2008,"1.34","-0.25","-0.10","2.88","null","null",435263,2,6,"Bot","90.36","27.11",,,"null",,"080521_211935",-9.247,-129.171,2.846,17.887,26.116,-37.456,"3.52","1.69","null","null","null","null","null","null",234461,408230,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",57,"1","Sinker",6,1,6,1,1,6,6,1,"null","null"
"FF","2008-05-21","90.7","1.68","6.05","Dana Eveland",430404,445968,"home_run","hit_into_play_score",,,,,"4","Jonny Gomes homers (4) on a fly ball to left center field.  ","R","R","L","OAK","TB","X","null","fly_ball",0,0,2008,"0.47","1.11","-0.45","2.69","null","null","null",0,8,"Top","75.30","23.09",,,"null",,"080521_142950",-6.975,-131.798,-4.679,7.491,29.724,-20.977,"3.38","1.50","null","null","null","null","null","null",234466,445968,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",60,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"null","null"
"FF","2008-05-21","89.2","1.97","5.31","Craig Breslow",123272,444520,"home_run","hit_into_play_score",,,,,"7","Jim Thome homers (9) on a fly ball to left center field.  ","R","L","L","CWS","CLE","X","null","fly_ball",3,1,2008,"1.00","2.39","-0.33","1.77","null","null","null",2,7,"Bot","83.33","30.12",,,"null",,"080521_211349",-8.543,-129.413,-7.792,13.718,28.225,-6.276,"3.52","1.50","null","null","null","null","null","null",234458,444520,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",57,"5","4-Seam Fastball",6,2,6,2,2,6,6,2,"null","null"
"SL","2008-05-21","82.2","-2.49","5.82","Jorge Julio",113679,406402,"home_run","hit_into_play_score",,,,,"38","Jermaine Dye homers (8) on a fly ball to left field.  ","R","R","R","CWS","CLE","X","null","fly_ball",1,0,2008,"0.53","1.06","-0.04","1.72","null","null","null",2,7,"Bot","43.17","59.24",,,"null",,"080521_210853",4.308,-119.613,-4.61,6.756,26.175,-23.532,"3.61","1.52","null","null","null","null","null","null",234458,406402,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",56,"2","Slider",5,2,5,2,2,5,5,2,"null","null"
"FF","2008-05-21","90.8","-2.03","5.14","Chris Schroder",429667,456744,"home_run","hit_into_play_score",,,,,"26","Ryan Howard homers (12) on a fly ball to right center field.    Chase Utley scores.  ","R","L","R","WSH","PHI","X","null","fly_ball",0,0,2008,"-1.06","1.48","-0.83","2.38","null",400284,"null",1,6,"Top","172.69","31.12",,,"null",,"080521_210150",5.331,-132.121,-3.894,-11.571,34.19,-16.735,"3.67","1.72","null","null","null","null","null","null",234462,456744,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",53,"1","4-Seam Fastball",0,9,9,0,9,0,9,0,"null","null"
"FT","2008-05-21","90.5","-1.96","6.22","Jason Hammel",400091,434628,"home_run","hit_into_play_score",,,,,"7","Jack Cust homers (7) on a fly ball to left center field.   Bobby Crosby scores.  ","R","L","R","OAK","TB","X","null","fly_ball",2,1,2008,"-1.16","1.17","-0.33","2.05","null","null",425853,0,7,"Bot","64.26","25.10",,,"null",,"080521_141845",6.709,-131.506,-6.878,-12.906,28.877,-20.336,"3.38","1.58","null","null","null","null","null","null",234466,434628,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",54,"4","2-Seam Fastball",7,0,7,0,0,7,7,0,"null","null"
"SI","2008-05-21","81.2","1.23","5.52","Kenny Rogers",122027,121386,"home_run","hit_into_play_score",,,,,"6","Richie Sexson homers (8) on a fly ball to left field.  ","R","R","L","DET","SEA","X","null","fly_ball",0,0,2008,"0.98","1.02","0.39","2.44","null","null","null",0,6,"Top","30.12","55.22",,,"null",,"080521_204600",-4.418,-118.204,-2.192,11.509,18.377,-23.825,"3.73","1.84","null","null","null","null","null","null",234463,121386,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",51,"1","Sinker",9,3,3,9,3,9,3,9,"null","null"
"SL","2008-05-21","85.9","-1.18","5.89","Ian Snell",430001,430636,"home_run","hit_into_play_score",,,,,"8","Rickie Weeks homers (6) on a fly ball to left field.  ","R","R","R","PIT","MIL","X","null","fly_ball",1,2,2008,"0.07","0.51","0.14","2.07","null","null","null",2,6,"Top","49.20","37.15",,,"null",,"080521_204511",2.782,-125.103,-3.517,2.221,29.309,-28.721,"3.46","1.55","null","null","null","null","null","null",234460,430636,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"5","Slider",1,3,3,1,3,1,3,1,"null","null"
"FF","2008-05-21","85.8","-1.62","5.66","Paul Byrd",113679,111838,"home_run","hit_into_play_score",,,,,"1","Jermaine Dye homers (7) on a fly ball to left field.   Orlando Cabrera scores.    Carlos Quentin scores.  ","R","R","R","CWS","CLE","X","null","fly_ball",2,1,2008,"-0.84","1.15","-0.39","3.08",111851,"null",435041,1,6,"Bot","23.09","73.29",,,"null",,"080521_204449",4.697,-124.841,-2.065,-8.149,22.11,-21.507,"3.61","1.52","null","null","null","null","null","null",234458,111838,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",44,"4","4-Seam Fastball",0,2,0,2,2,0,0,2,"null","null"
"FF","2008-05-21","95.2","-1.04","5.75","Mike Pelfrey",116706,460059,"home_run","hit_into_play_score",,,,,"8","Chipper Jones homers (12) on a fly ball to center field.  ","R","L","R","ATL","NYM","X","null","fly_ball",3,1,2008,"-0.91","1.60","-0.06","2.28","null","null","null",0,5,"Bot","92.37","25.10",,,"null",,"080521_204337",4.688,-138.442,-7.137,-10.929,28.833,-12.993,"3.67","1.70","null","null","null","null","null","null",234461,460059,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",41,"5","4-Seam Fastball",3,1,3,1,1,3,3,1,"null","null"
"SL","2008-05-21","81.3","1.66","6.04","Matt Chico",429667,453889,"home_run","hit_into_play_score",,,,,"23","Ryan Howard homers (11) on a fly ball to center field.  ","R","L","L","WSH","PHI","X","null","fly_ball",0,2,2008,"-0.39","0.23","-0.63","2.14","null","null","null",2,5,"Top","158.63","7.03",,,"null",,"080521_203328",-4.716,-118.291,-2.06,-2.515,29.574,-31.843,"3.57","1.72","null","null","null","null","null","null",234462,453889,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",41,"3","Slider",0,3,3,0,3,0,3,0,"null","null"
"SL","2008-05-21","84.4","-1.41","6.04","Brett Tomko",123660,123387,"home_run","hit_into_play_score",,,,,"8","Jason Varitek homers (6) on a fly ball to right field.  ","R","L","R","BOS","KC","X","null","fly_ball",0,2,2008,"0.10","0.00","0.17","2.13","null","null","null",1,5,"Bot","194.78","43.17",,,"null",,"080521_203736",3.297,-122.792,-2.3,2.437,28.181,-34.226,"3.42","1.78","null","null","null","null","null","null",234459,123387,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"4","Slider",1,2,1,2,2,1,1,2,"null","null"
"CH","2008-05-21","81.0","-1.63","6.73","Nick Blackburn",435079,448147,"home_run","hit_into_play_score",,,,,"5","Ian Kinsler homers (5) on a fly ball to left field.   Chris Shelton scores.    Ramon Vazquez scores.  ","R","R","R","MIN","TEX","X","null","fly_ball",0,0,2008,"-1.11","1.23","0.02","2.37","null",430828,407496,2,6,"Top","39.16","54.22",,,"null",,"080521_203424",5.932,-117.641,-5.324,-9.812,23.345,-22.102,"3.25","1.45","null","null","null","null","null","null",234467,448147,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",45,"1","Changeup",0,4,4,0,4,0,4,0,"null","null"
"FF","2008-05-21","85.9","-2.43","5.78","Andy Sonnanstine",400091,458567,"home_run","hit_into_play_score",,,,,"12","Jack Cust homers (6) on a fly ball to right center field.    Bobby Crosby scores.  ","R","L","R","OAK","TB","X","null","fly_ball",3,2,2008,"-0.70","1.66","-0.35","3.31","null","null",425853,1,5,"Bot","197.79","42.17",,,"null",,"080521_135217",6.449,-124.903,-2.864,-6.474,24.378,-15.99,"3.38","1.58","null","null","null","null","null","null",234466,458567,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"8","4-Seam Fastball",4,0,4,0,0,4,4,0,"null","null"
"SL","2008-05-21","82.7","1.86","6.07","Matt Chico",425664,453889,"home_run","hit_into_play_score",,,,,"4","Shane Victorino homers (2) on a fly ball to left field.  ","R","R","L","WSH","PHI","X","null","fly_ball",0,1,2008,"-0.53","1.01","-0.41","2.18","null","null","null",1,5,"Top","13.05","82.33",,,"null",,"080521_202951",-4.477,-120.327,-4.051,-4.075,28.108,-23.998,"3.46","1.53","null","null","null","null","null","null",234462,453889,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"2","Slider",0,2,2,0,2,0,2,0,"null","null"
"SI","2008-05-21","87.6","-2.84","5.70","Brandon Webb",425496,425630,"home_run","hit_into_play_score",,,,,"5","Cody Ross homers (5) on a fly ball to left field.  ","R","R","R","FLA","ARI","X","null","fly_ball",2,0,2008,"-1.20","0.31","-0.25","2.12","null","null","null",2,5,"Bot","29.12","35.14",,,"null",,"080521_203118",9.052,-127.242,-2.893,-12.739,24.249,-30.804,"3.04","1.44","null","null","null","null","null","null",234454,425630,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"3","Sinker",1,1,1,1,1,1,1,1,"null","null"
"null","2008-05-21","null","null","null","Nick Blackburn",276545,448147,"home_run","hit_into_play_score",,,,,"null","Michael Young homers (5) on a line drive to left field.  ","R","R","R","MIN","TEX","X","null","line_drive",2,1,2008,"null","null","null","null","null","null","null",0,6,"Top","48.19","50.20",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234467,448147,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",37,"4","null",0,0,0,0,0,0,0,0,"null","null"
